Kalimat;Kategori
Lebih dari itu , SPKM juga mampu memprediksi urutan kesejahteraan keluarga dengan keakuratan yang cukup tinggi;Deskripsi
Tanpa mereka , studi ini tidak mungkin terlaksana;Deskripsi
Studi Baseline Kualitatif PNPM Generasi dan PKH;Deskripsi
Data dasar kualitatif , PNPM Generasi , PKH , pelayanan dasar kesehatan ibu dan anak , pelayanan pendidikan dasar , Indonesia;Deskripsi
Pertanyaan utama penelitian adalah (1) mengapa sebagian masyarakat tidak menggunakan pelayanan dasar kesehatan ibu dan anak;Deskripsi
dan (2) mengapa sebagian masyarakat tidak mendaftarkan anak-anak mereka ke SD/MI dan/atau SMP/MTs;Deskripsi
Jawaban dari pertanyaan tersebut digali dari sisi supply (ketersediaan pelayanan) dan demand (penggunaan pelayanan);Deskripsi
Penelitian lapangan di setiap desa/kelurahan dilakukan rata-rata selama 1 minggu;Deskripsi
1.4 Wilayah Penelitian Provinsi Jawa Barat dan Provinsi NTT dipilih sebagai wilayah studi baseline kualitatif ini;Deskripsi
Empat kabupaten dan satu kota terpilih menjadi wilayah sampel dalam studi ini;Deskripsi
Secara total , studi baseline kualitatif ini telah dilakukan di 24 desa/kelurahan yang mewakili pedesaan dan perkotaan;Deskripsi
Karakteristik Wilayah Akses fisik untuk mencapai sebagian besar desa di NTT dan wilayah terpencil di Jawa Barat sulit;Deskripsi
Di NTT , sebagian besar jalan merupakan pengerasan berbatu serta berlumpur pada waktu hujan;Deskripsi
Beberapa dusun dipisahkan oleh sungai tanpa jembatan sehingga tidak bisa dilalui selama musim hujan;Deskripsi
Hampir tidak ada sarana angkutan pedesaan , kecuali ojek yang relatif mahal;Deskripsi
Di Jawa Barat , beberapa desa relatif mudah diakses dan sarana transportasi cukup memadai;Deskripsi
Di sebagian desa , tersedia angkutan pedesaan dan hampir semua desa memiliki banyak ojek;Deskripsi
Namun demikian , angkutan desa tidak mencapai beberapa desa dan dusun terpencil;Deskripsi
Mata pencaharian sebagian besar penduduk adalah petani dan nelayan;Deskripsi
Bedanya , lahan di NTT kurang subur dan berbatu , sementara di Jawa Barat tanahnya relatif subur;Deskripsi
Selain itu , ternak Ã¢â‚¬Âkaki empatÃ¢â‚¬Â merupakan salah satu usaha perekonomian masyarakat di NTT;Deskripsi
Fasilitas dasar , seperti listrik dan air , di sebagian besar desa di NTT yang diteliti sangat minim;Deskripsi
Fasilitas yang tersedia tersebut adalah bidan desa , polindes (pos bersalin desa) , dan posyandu;Deskripsi
Di wilayah terpencil dengan akses sulit di NTT , tidak semua bidan desa bersedia tinggal di polindes atau desa;Deskripsi
Dusun-dusun lokasinya jauh dari keberadaan bidan desa atau polindes;Deskripsi
Idealnya , untuk wilayah yang luas diperlukan lebih dari satu bidan desa;Deskripsi
Posyandu telah ada di semua desa , bahkan di setiap dusun;Deskripsi
Hampir semuanya aktif , rutin diselenggarakan setiap bulan , dan dikelola oleh tiga hingga lima kader;Deskripsi
Meskipun demikian kehadiran peserta (balita dan bumil) masih rendah;Deskripsi
Selama ini , posisi kader posyandu sangat sentral dalam pelayanan KIA dan pelayanan masyarakat lainnya;Deskripsi
Meskipun jumlah dan fungsinya berkurang , dukun beranak masih tetap ada;Deskripsi
Sekitar satu hingga lima dukun beranak masih melayani masyarakat di semua desa/kelurahan;Deskripsi
Di beberapa desa/kelurahan di NTT , jumlah dukun beranak malahan bertambah;Deskripsi
Hanya di wilayah yang terpencil dan/atau banyak penduduk miskin , masih ada yang tidak menggunakan KIA modern;Deskripsi
Sebagian menggunakan dukun beranak dan sebagian dibantu oleh suami sendiri , keluarga dekat , atau tetangga pada saat melahirkan;Deskripsi
Alasan masyarakat memilih bidan desa dilandasi oleh pengetahuan mereka bahwa secara medis bidan desa bisa dipertanggungjawabkan;Deskripsi
Paling banyak imunisasi dilakukan di posyandu;Deskripsi
"(1) anak takut dimasukkan ke timbangan (dacin); ";Deskripsi
"(5) orang tua sibuk bekerja atau repot (misalnya , berjualan di pasar , melaut , panen); ";Deskripsi
"(7) persepsi orang tua yang salah tentang penimbangan balita , yaitu tidak ada hubungannya dengan kesehatan; ";Deskripsi
(9) sedang banjir , yang artinya sungai tidak bisa diseberangi;Deskripsi
Selain itu , ada beberapa ibu yang ingin ditemani oleh dukun beranak pada saat melahirkan dengan bidan desa;Deskripsi
Akses keuangan berkaitan dengan mahalnya biaya melahirkan dan transportasi , dan keharusan bekerja jauh dari pemukiman;Deskripsi
Tokoh agama memberikan dukungan dan dorongan terhadap penggunaan KIA modern;Deskripsi
3.2 Pelayanan Pendidikan Dasar 3.2.1 Ketersediaan Secara kuantitas , keberadaan SD di setiap desa dinilai sudah mencukupi;Deskripsi
Bahkan , di NTT , kondisinya memprihatinkan;Deskripsi
Selain jumlah kelasnya kurang , banyak kelas di SD-SD tersebut sudah tidak layak pakai;Deskripsi
eternitnya sudah jebol dan bangku-bangkunya kurang terawat;Deskripsi
"Beberapa SD tidak memiliki perpustakaan; kalaupun memiliki , kondisinya tidak layak dan koleksi bukunya tidak lengkap";Deskripsi
"Begitu pula untuk alat peraga dan alat-alat olahraga; jumlahnya masih minim";Deskripsi
Fasilitas SMPN (sekolah menengah pertama negeri) umumnya berada di ibu kota kecamatan;Deskripsi
Di Jawa Barat , rata-rata jumlah SMP per kecamatan lebih dari tiga , sedangkan di NTT , hanya satu atau dua saja;Deskripsi
Dalam situasi normal , daya tampung SD cukup memadai ;Deskripsi
Bahkan , beberapa SD di pedesaan kekurangan murid;Deskripsi
Keterbatasan daya tampung juga terjadi pada SMP-SMP favorit karena biasanya masyarakat memilih SMP yang ada ibu kota kecamatan;Deskripsi
Di hampir semua wilayah , anak dengan keterbelakangan ditolak masuk SD;Deskripsi
Bagi sekolah yang kekurangan murid , dana BOS (bantuan operasional sekolah) yang diterima sedikit;Deskripsi
Secara umum , tidak ada kendala dalam menjangkau kelompok tertentu guna mendorong mereka supaya menyekolahkan anaknya ke SD;Deskripsi
Namun , lain halnya dengan kelompok tertentu yang tidak menyekolahkan anak mereka ke SMP;Deskripsi
Berdasarkan hasil pengamatan di beberapa sekolah , tampak bahwa tingkat absensi guru cukup tinggi;Deskripsi
Secara umum , komite sekolah , baik di SD maupun di SMP , tidak berfungsi secara optimal dan yang banyak berperan hanya ketuanya;Deskripsi
Sebagian masyarakat NTT juga lebih mementingkan adat dan kehormatan;Deskripsi
Mereka bersedia menjual ternak mereka untuk kepentingan adat tapi tidak untuk kepentingan sekolah;Deskripsi
Masalah akses keuangan berkaitan dengan biaya penunjang sekolah dan kebutuhan keluarga sehari-hari;Deskripsi
Anak tidak mau sekolah juga menjadi persoalan utama mengapa anak tidak melanjutkan sekolah ke SMP atau terpaksa putus sekolah;Deskripsi
ia juga merasa tidak melihat masa depan yang lebih baik dengan melanjutkan sekolah;Deskripsi
Alasan-alasan lainnya meliputi Ã¢â‚¬Å“otak beratÃ¢â‚¬Â yang Ã¢â‚¬Å“kebandelanÃ¢â‚¬Â atau kenakalan remaja;Deskripsi
Sebagian besar siswa tidak pernah tidak masuk sekolah dalam waktu yang panjang;Deskripsi
Alasan ekonomi juga menjadi sebab mengapa anak tidak masuk sekolah;Deskripsi
Berdasarkan temuan-temuan tersebut , pelaksana PNPM Generasi dan PKH harus memperhatikan paling tidak tiga hal utama , yaitu;Deskripsi
Terkait dengan butir b , informan di setiap tingkat tidak hanya dibatasi pada informan tertentu;Deskripsi
Demikian juga di tingkat desa , perlu dilakukan wawancara terhadap kepala dusun , kepala urusan kesejahteraan , dan lainnya;Deskripsi
Waktu penelitian di desa hendaknya dibuat lebih lama (minimal 10 hari);Deskripsi
Kedua program tersebut didesain untuk mencapai sejumlah tujuan yang sama ;Deskripsi
Dalam PNPM Generasi , dana tunai dialokasikan ke komunitas , bukan ke rumah tangga secara perseorangan;Deskripsi
Kedua program ini menargetkan 12 indikator sebagai syarat penerimaan rutin program;Deskripsi
"keharusan melahirkan dengan pertolongan tenaga kesehatan; ";Deskripsi
"keharusan bagi ibu nifas untuk melakukan pemeriksaaan kesehatan (ibu dan bayinya); ";Deskripsi
dan keharusan bagi anak usia 6-11 bulan untuk mendapatkan Vitamin A;Deskripsi
Dalam PNPM Generasi , persyaratan didasarkan pada kinerja pengelolaan keuangan di tiap desa;Deskripsi
Agar dapat menerima transfer dana secara penuh , penerima PKH diharuskan mengunjungi fasilitas kesehatan dan hadir di sekolah;Deskripsi
Data tersebut akan menjadi dasar untuk evaluasi dampak program di wilayah yang sama;Deskripsi
Efektivitas program diukur dengan membandingkan kondisi sebelum dan sesudah program dijalankan;Deskripsi
Salah satu manfaat hasil studi ini berupa masukan bagi penyelenggaraan PNPM Generasi dan Program Keluarga Harapan;Deskripsi
Studi juga menyediakan latar belakang konteks sosial beberapa lokasi program;Deskripsi
Secara khusus , tujuan studi baseline kualitatif untuk program PNPM Generasi dan PKH ini adalah 1;Deskripsi
Jawaban dari pertanyaan tersebut digali dari sisi supply (ketersediaan pelayanan) dan demand (penggunaan pelayanan);Deskripsi
Rincian pertanyaan pokok disajikan dalam Tabel 1;Deskripsi
Daftar informan dan FGD di setiap desa/kelurahan disajikan pada Lampiran 1;Deskripsi
Wawancara mendalam terhadap informan kunci menggunakan panduan pertanyaan;Deskripsi
FGD dilakukan menggunakan panduan pertanyaan diskusi;Deskripsi
Delapan FGD telah dilakukan di setiap desa;Deskripsi
dan satu kelompok bapak dari anak usia SMP;Deskripsi
Beberapa pengamatan terhadap posyandu kemudian dilakukan setelah penelitian lapangan utama selesai;Deskripsi
Seluruh hasil wawancara dan FGD dicatat dalam catatan lapangan (field notes) yang lengkap;Deskripsi
Di Provinsi Jawa Barat , dua kabupaten yang dipilih adalah Kabupaten Sumedang dan Kabupaten Cirebon;Deskripsi
Peta kabupaten dan kecamatan tersebut dapat dilihat pada Lampiran 2-6;Deskripsi
Kriteria tambahan dalam pemilihan desa/kelurahan adalah jarak dari puskesmas dan tingkat keaktifan posyandu;Deskripsi
Pemilihan desa/kelurahan juga mempertimbangkan keberadaan dan jadwal penyelenggaraan posyandu;Deskripsi
Atas dasar kriteria di atas , studi baseline kualitatif ini telah dilakukan di 24 desa/kelurahan (Tabel 2);Deskripsi
Di setiap desa/kelurahan dipilih dua area (biasanya dusun) sebagai wilayah studi di tingkat komunitas;Deskripsi
Diupayakan supaya di antara peserta FGD , ada juga yang sedang hamil;Deskripsi
Di antara peserta tersebut , juga diupayakan supaya ada orang tua yang anaknya putus sekolah atau tidak melanjutkan sekolah;Deskripsi
Pemilihan sekolah ini pada kebanyakan kasus dilakukan setelah dilakukan FGD di tingkat SD dan SMP;Deskripsi
1.5 Struktur Laporan Laporan ini dibagi menjadi lima bab;Deskripsi
Bab III merupakan sintesis dari ketersediaan dan penggunaan pelayanan kesehatan ibu dan anak;Deskripsi
Bab IV merupakan sintesis dari ketersediaan dan penggunaan pelayanan pendidikan dasar;Deskripsi
Bab V menyajikan kesimpulan dari keseluruhan penelitian dan rekomendasi untuk pelaksanaan dan hasil PNPM Generasi dan PKH;Deskripsi
satu desa yang mudah diakses dan satu desa yang relatif sulit diakses;Deskripsi
Selain pertimbangan pemilihan tersebut , pertimbangan lainnya adalah bahwa kedua kelurahan memiliki dukun beranak paling banyak;Deskripsi
Namun , ada juga dua desa yang masih mengalami hambatan dalam mengakses sarana angkutan umum;Deskripsi
Desa Pamekaran di Kecamatan Rancakalong , Sumedang dan Desa Tangkil di Kecamatan Susukan , Cirebon;Deskripsi
Desa Boentuka di Kecamatan Batu Putih khususnya berada di jalur jalan utama Kupang-Soe;Deskripsi
Jika musim hujan tiba , jalan tersebut menjadi licin dan tidak bisa dilalui oleh kendaraan;Deskripsi
Akses ke semua desa sampel di Jawa Barat dan NTT disajikan dalam Lampiran 7;Deskripsi
Hanya Desa Sukaratu di Kecamatan Darmaraja yang wilayahnya relatif rata;Deskripsi
Selain itu , di Kecamatan Buahdua , kedua desa sampel juga dilalui beberapa sungai;Deskripsi
Semua desa di Kabupaten TTU dan Kabupaten TTS juga berada di dataran tinggi berbukit;Deskripsi
Dua kelurahan di Kota Kupang juga berada di dataran rendah yang relatif dekat dengan pantai;Deskripsi
Sebagian masyarakat NTT juga mengandalkan tanaman tahunan/keras;Deskripsi
Selain lahannya tidak subur , curah hujannya pun sangat rendah;Deskripsi
Oleh karena itu , mereka tidak hanya mengandalkan pertanian lahan kering saja , namun mereka juga beternak dan berkebun;Deskripsi
Di seluruh desa sampel di Kabupaten Sumedang , sebagian besar masyarakatnya bekerja sebagai petani penggarap padi sawah;Deskripsi
Hal ini juga terlihat dari proporsi penggunaan lahan yang didominasi oleh lahan pertanian , terutama berupa lahan sawah;Deskripsi
Di Desa Bojongloa , Kecamatan Buahdua , ada pula yang berkebun kelapa , kopi , cengkeh , lada , dan vanili;Deskripsi
Bahkan , luas lahan sawahnya mendominasi wilayah desa;Deskripsi
Masyarakat pesisir di Desa Mundu Pesisir dan Desa Mertasinga lebih banyak yang bekerja sebagai nelayan;Deskripsi
Selain itu , sebagian dari mereka juga bekerja sebagai pedagang , tukang ojek , atau PNS;Deskripsi
Khususnya di Desa Fatufetto , ada juga yang bekerja sebagai nelayan;Deskripsi
Namun , di dua kelurahan di Kota Kupang , rumah penduduk sudah didominasi oleh bangunan permanen;Deskripsi
Sebagian besar desa sampel di Kabupaten Cirebon juga mengalami kesulitan air bersih;Deskripsi
Kondisi kelangkaan air bersih yang lebih buruk lagi dihadapi oleh masyarakat di NTT;Deskripsi
Di musim kemarau , air bersih menjadi barang langka bagi masyarakat;Deskripsi
Selain itu , ada juga beberapa desa yang menjadi lokasi berbagai industri pengolahan;Deskripsi
Di Desa Mundu Pesisir , selain terdapat industri pengolahan berskala kecil , terdapat pula industri pengolahan berskala besar;Deskripsi
Tingkat kepadatan penduduk dua desa perkotaan di Kabupaten Cirebon berbeda jauh;Deskripsi
Di desa-desa sampel di TTU dan TTS , jumlah laki-laki cenderung lebih besar daripada jumlah perempuan , kecuali di Desa Oehela;Deskripsi
2.4 Kelompok Komunitas dan Kelembagaan Kelembagaan standar di tingkat desa/kelurahan yang seharusnya ada meliputi ;Deskripsi
"BPD (badan permusyawaratan desa) , yaitu lembaga yang mengawasi kinerja aparat desa;";Deskripsi
"Lembaga Pemberdayaan Masyarakat (LPM) , yaitu pihak yang membantu kepala desa/kelurahan dalam melaksanakan pembangunan desa;";Deskripsi
"Karang taruna sebagai lembaga yang mengkoordinasi berbagai kegiatan kepemudaan , seperti kesenian dan olahraga; ";Deskripsi
"PKK (Program Kesejahteraan Keluarga; diketuai oleh istri kepala desa/kelurahan) , yaitu wadah kegiatan ibu-ibu; dan ";Deskripsi
Setiap lembaga desa tersebut tidak selalu ada atau disebutkan di setiap desa sampel , baik di Jawa Barat maupun di NTT;Deskripsi
Demikian pula , kinerja tiap lembaga berbeda-beda antardesa sampel , seperti dapat dilihat dalam Lampiran 10;Deskripsi
Demikian pula halnya di Desa Oehela , Kecamatan Batu Putih;Deskripsi
Masyarakat dan aparat desa setempat juga berinisiatif untuk membangun sebuah TK;Deskripsi
Demikian pula halnya di NTT yang semarak juga dengan kegiatan komunitas gereja;Deskripsi
Di hampir semua desa sampel , terdapat polindes yang dikelola oleh bidan desa;Deskripsi
Selain itu , di setiap kecamatan , juga tersedia puskesmas dan di beberapa desa , juga ada puskesmas pembantu;Deskripsi
Bagi wilayah terpencil di NTT , puskesmas juga menyediakan fasilitas pusling yang melayani masyarakat tiga kali seminggu;Deskripsi
Ketersediaan fasilitas pelayanan KIA di desa sampel di Jawa Barat dapat dilihat dalam Lampiran 11;Deskripsi
Setiap posyandu biasanya dikelola oleh tiga hingga lima orang kader;Deskripsi
Dengan demikian , bidan desa dapat dengan lebih mudah mengkoordinasi pelaksanaannya;Deskripsi
Konsekuensi negatifnya adalah bahwa masyarakat harus menempuh jarak yang cukup jauh untuk datang ke polindes tersebut;Deskripsi
Hampir semua bidan desa juga membuka praktik di luar jam kerja dinasnya;Deskripsi
Oleh karenanya , masyarakat juga dapat dengan mudah mengakses tempat praktik bidan desa atau bidan swasta;Deskripsi
Selain itu , ada juga desa yang menjadi lokasi pustu , yaitu Desa Pamekaran di Kabupaten Sumedang;Deskripsi
Di NTT , hanya di Desa Taunbaen , Kecamatan Biboki Utara terdapat pustu;Deskripsi
Masyarakat desa lainnya harus mengakses puskesmas atau pustu yang ada di luar desa;Deskripsi
Hal ini tidak berlaku di wilayah perkotaan;Deskripsi
Di beberapa desa di NTT , bahkan hanya ada SD swasta beragama , seperti SDK (sekolah dasar Katolik);Deskripsi
Di Jawa Barat , masyarakat dapat mengakses fasilitas sekolah setingkat SMP dengan relatif mudah;Deskripsi
Selain itu , mereka juga masih bisa menjangkau sekolah lainnya yang berada di luar wilayah kecamatan;Deskripsi
Misalnya , masyarakat Desa Tangkil dapat mengakses SMP yang berada di Kecamatan Caringin dan Kecamatan Arjawinangun;Deskripsi
Masyarakat Desa Mundu Pesisir juga bisa mengakses SMP yang berada di Kecamatan Arjawinangun atau di Kota Cirebon;Deskripsi
Keberadaan sekolah swasta berbasis keagamaan juga memberikan pilihan lain bagi masyarakat;Deskripsi
Peran sekolah semacam ini relatif lebih menonjol di Kabupaten Cirebon;Deskripsi
Dengan kondisi seperti ini , target MDGs 2015 diperkirakan tidak dapat dicapai;Deskripsi
Data tentang indikator-indikator kinerja penurunan kematian balita dan peningkatan kesehatan ibu disajikan pada Tabel 3;Deskripsi
Paparan selanjutnya akan menjelaskan kondisi ketersediaan dan penggunaan pelayanan KIA saat ini;Deskripsi
Harapannya adalah bahwa fasilitas tersebut dapat dengan mudah dijangkau masyarakat;Deskripsi
Namun demikian , fasilitas pelayanan KIA tersebut masih belum memadai , terutama di wilayah-wilayah terpencil;Deskripsi
Fasilitas yang tersedia adalah bidan desa , polindes , dan posyandu;Deskripsi
Di beberapa desa di Jawa Barat , juga terdapat bidan praktik , pustu , dan puskesmas yang mudah diakses masyarakat;Deskripsi
Di wilayah perkotaan , baik di Jawa Barat maupun di NTT , masyarakat dapat mengakses dokter kandungan;Deskripsi
Mereka juga dapat mengakses RSU (rumah sakit umum) terdekat bila mengalami komplikasi kandungan atau komplikasi saat kelahiran;Deskripsi
Misalnya , di Kecamatan Miomaffo Timur , TTU , dari 11 desa yang ada , hanya 6 desa yang memiliki bidan desa yang tinggal di desa;Deskripsi
Contoh lain adalah di Desa Sekon , Insana , TTU;Deskripsi
Bila hujan , jalan menjadi becek dan licin;Deskripsi
Minimnya sarana transportasi menyebabkan masyarakat harus mengeluarkan biaya yang tidak sedikit untuk menyewa ojek;Deskripsi
Sejak 2002 , Desa Falas , Kecamatan Kie , TTS , NTT tidak memiliki bidan desa;Deskripsi
Karena ketiadaan bidan desa tersebut , polindes di desa ini juga tidak berfungsi sama sekali;Deskripsi
Ketidakadaan air menyebabkan bidan desa tidak bersedia untuk tinggal di polindes atau desa tersebut;Deskripsi
Sampai kini , tidak ada bidan pengganti di desa ini;Deskripsi
Ada dusun-dusun yang lokasinya jauh , berjarak 10 km dari lokasi keberadaan bidan desa atau polindes;Deskripsi
Tentu saja Pak.;Narasi
Ini adalah bebas alkohol, sehingga Anda dapat tenang karena ada sedikit iritasi.;Eksposisi
Ini tujuh atau delapan menit berjalan kaki tergantung pada seberapa cepat Anda berjalan.;Eksposisi
Ya, pak. Apakah Anda ingin mencobanya?;Eksposisi
Permisi. Bisakah Anda memberitahu saya di mana halte bus?;Eksposisi
Kapan penerbangan berikutnya akan pergi?;Eksposisi
Saya ingin yang besar.;Eksposisi
Saya tidur melalui enam puluh alarm.;Eksposisi
Saya seorang fotografer freelance.;Eksposisi
Pastikan Anda menyimpannya di Boston.;Eksposisi
Apakah Anda ingin pergi keluar dengan saya malam ini?;Eksposisi
Saya ingin dasi.;Eksposisi
Saya akan meminta sopir taksi lain.;Eksposisi
Bir, steak dengan kentang goreng, dan chef spesial salad.;Eksposisi
Selamat, Henry. Saya senang mendengar pertunangan Anda dengan Jane.;Eksposisi
Pergi lurus dan berbelok ke kiri di sana.;Eksposisi
Saya ingin sesuatu agar cocok dengan ini.;Eksposisi
Dealer dapat menukar dollar untuk tip casino. Apakah kita akan pergi?;Eksposisi
Pasti kejutan besar bagi Anda.;Eksposisi
Saya ingin melihat beberapa arsitektur tua.;Eksposisi
Saya punya satu ribu pound.;Eksposisi
Kami sedang merencanakan pesta perpisahan untuk Anda.;Eksposisi
Berapa lama waktu yang dibutuhkan untuk berjalan ke sana?;Eksposisi
Bagaimana melelahkan?;Eksposisi
Apa obat yang baik untuk mata saya yang lelah?;Eksposisi
Ini adalah Pak Suzuki. Bisa bicara dengan Pak Jones?;Eksposisi
Kami punya sekitar tiga puluh jenis sabun mandi.;Eksposisi
Apakah Saya bisa membayar dalam yen Jepang?;Eksposisi
Nah, itu sulit untuk memutuskan tanpa mengetahui isi film.;Eksposisi
Tolong berikan saya permen karet.;Eksposisi
Anda lihat, saya sedang diet.;Eksposisi
Ini bukan kupon, ini adalah tanda terima pendaftaran.;Eksposisi
Saya akan membuatkan proposal untuk Anda minggu depan.;Eksposisi
Panggilan Anda tidak dapat dilakukan saat ini ke negara yang Anda panggil. Silakan coba panggilan Anda beberapa saat lagi.;Eksposisi
Kontrak tersebut akan diperbarui setiap tahun.;Eksposisi
Permisi, pelayan. Bisakah Anda memberikan tagihan saya?;Eksposisi
Tolong, saya ingin sarapan.;Eksposisi
Dapatkah saya membayar dengan cek perjalanan?;Eksposisi
Dapatkah saya mengambil beberapa asuransi?;Eksposisi
Dapatkah Anda memberitahu saya bagaimana untuk sampai ke restoran itu?;Eksposisi
Ada sekitar tiga puluh dolar dan beberapa kartu kredit.;Eksposisi
Tagihan Anda sebesar seratus lima puluh dolar dan empat puluh lima sen.;Eksposisi
Dimana kantor lost-and-found?;Eksposisi
Tolong beri saya satu botol wiski.;Eksposisi
Terima kasih. Berapa harga satu pasang sarung tangan ini?;Eksposisi
Bagaimana saya harus meletakkannya? Ini sangat penting untuk Anda berada di sana.;Eksposisi
Saya ingin membuat salinan.;Eksposisi
Bisa memberitahu saya bagaimana untuk sampai ke sana?;Eksposisi
Saya ingin melihat di sekitar kota, tapi saya tidak punya banyak waktu. Bisakah Anda menyarankan tur singkat?;Eksposisi
Tolong, Dolar AS.;Eksposisi
Guru.;Eksposisi
Terima kasih. Dimana saklar untuk AC? Ini sedikit terlalu panas.;Eksposisi
Permisi, tapi di jalan apa sekarang?;Eksposisi
Bisakah Anda mengirimkan surat ini?;Eksposisi
Tidak, Anda menuju arah yang berlawanan. Anda harus kembali.;Eksposisi
Apakah Anda dapat memangkas jenggot saya?;Eksposisi
Berapa lama waktu yang dibutuhkan untuk menyelesaikan tur?;Eksposisi
Saya seorang pemula dalam menyelam.;Eksposisi
Saya ingin beberapa bungkus kado kertas.;Eksposisi
Saya punya reservasi untuk malam ini.;Eksposisi
Anggur ini manis.;Eksposisi
Jika tidak ada corn flakes, saya akan mengambil gandum kembung.;Eksposisi
Apa yang ada dalam?;Eksposisi
Saya pikir, Ada kesalahan di cek ini.;Eksposisi
Nah, kamar deluxe punya mini-kitchen, sarapan gratis, dan balkon yang menghadap laut. Kamar biasa menghadap jalan, tetapi Anda dapat melihat pegunungan.;Eksposisi
Nikmati.;Eksposisi
Saya bisa minta handuk mandi?;Eksposisi
Apakah ada buku panduan Jepang?;Eksposisi
Saya harus pergi. Saya akan meneleponmu nanti.;Eksposisi
Bisakah Anda membuat reservasi untuk saya untuk melihat musikal?;Eksposisi
Saya ingin beberapa popok sekali pakai.;Eksposisi
Bagaimana saya dapat membuat panggilan telepon?;Eksposisi
Ya, Anda disini. Itu tiga puluh dolar masing-masing.;Eksposisi
Oh, saya berharap kita tidak punya begitu banyak untuk dibawa.;Eksposisi
Apakah Anda punya catatan di mana Anda menggunakannya?;Eksposisi
Ada di rak di sana, di samping majalah berita.;Eksposisi
Ada dalam mode musim panas ini.;Eksposisi
Saya akan menelepon lagi.;Eksposisi
Tiga bulan.;Eksposisi
Tolong tunjukkan saya katalog rambut atau sesuatu?;Eksposisi
Sebuah karton rokok dan dua botol sake.;Eksposisi
Baiklah, kami punya dokter hotel. Saya akan mengatur agar dia datang ke kamar Anda segera. Apakah manajer ruangan boleh datang juga?;Eksposisi
Di mana itu difilmkan?;Eksposisi
Kami punya kerang yang sangat baik hari ini.;Eksposisi
K seperti pada King, I seperti pada Item, M seperti pada Mike, U seperti pada Uncle, R seperti pada Roger, A seperti pada Able. Ki - Mu - Ra adalah nama terakhir saya.;Eksposisi
Saya check out. Kamar enam nol tujuh, Watanabe. ;Eksposisi
Ini bukan hanya panas tapi sangat lembab di musim panas.;Eksposisi
Tidak, terima kasih.;Eksposisi
Sebuah sampo dan style set yang sama, ya.;Eksposisi
Dapatkah saya mendapatkan beberapa yoghurt?;Eksposisi
Saya sedang sakit gigi. Bisakah Anda memberikan saya obat untuk itu?;Eksposisi
Saya tidak bisa mendapatkan pendingin udara untuk bekerja.;Eksposisi
Darimana ikan kupu-kupu ini berasal?;Eksposisi
Dua dolar dan lima puluh sen.;Eksposisi
Apakah Anda dapat menukarnya ke dolar?;Eksposisi
Saya ingin tahu berapa banyak berat yang saya harus kenakan.;Eksposisi
Biarkan saya turun di halte berikutnya.;Eksposisi
Tolong tunjukkan mantel tahan air?;Eksposisi
Dimana kantor turis?;Eksposisi
Saya ingin sebuah topi.;Eksposisi
Bisakah Anda mampir ke pasar saat dalam perjalanan?;Eksposisi
Apa yang akan saya lakukan jika saya tidak mengerti pertanyaan-pertanyaannya?;Eksposisi
Saya ingin beberapa kaus kaki.;Eksposisi
Saya ingin kamera otomatis.;Eksposisi
Tolong bawa saya kesana.;Eksposisi
Jam berapa keberangkatan kita?;Eksposisi
Apakah seharusnya pintu terbuka atau tertutup?;Eksposisi
Jalan yang mana menuju passport control?;Eksposisi
Berapa banyak dolar yang Anda inginkan?;Eksposisi
Kita sangat beruntung. Mereka punya satu dengan ukuran empat di toko Ala Moana.;Eksposisi
Tolong beritahu saya jalan ke Hilton Hotel.;Eksposisi
Apakah Anda dapat hadir untuk makan malam Jumat malam ini?;Eksposisi
Apakah Anda punya peta rute kereta bawah tanah?;Eksposisi
Bisa Saya minta brosur untuk tur scuba diving?;Eksposisi
Saya memainkan pukulan golf yang buruk.;Eksposisi
Jam berapa sarapan?;Eksposisi
Apakah ada limusin?;Eksposisi
Apakah Anda tahu jika restoran itu membutuhkan reservasi?;Eksposisi
Saya ingin memesan penerbangan untuk kembali.;Eksposisi
Apakah Anda bisa merekomendasikan sebuah restoran Perancis yang baik?;Eksposisi
Minum?;Eksposisi
Apakah ada tukang cukur di hotel?;Eksposisi
stopper untuk bak mandi rusak.;Eksposisi
Ini adalah hadiah, jadi tolong dibungkus.;Eksposisi
Saya senang bertemu dengan Anda.;Eksposisi
Tunai atau kartu kredit?;Eksposisi
Ada yang salah dengan baterainya.;Eksposisi
Saya punya pertanyaan untuk Anda.;Eksposisi
Lima dua puluhan, tujuh sepuluhan, empat limaan, dan beberapa koin, ya.;Eksposisi
Oke, saya akan mengambilnya.;Eksposisi
Saya lihat. Saya akan mencobanya. Terima kasih atas bantuan Anda.;Eksposisi
Tolng buat ruangan sedikit lebih hangat.;Eksposisi
Kamar saya belum siap.;Eksposisi
Bisakah saya dibangunkan pukul lima tiga puluh besok pagi?;Eksposisi
Saya pikir itu hilang selamanya. Nah, terima kasih lagi. Bye.;Eksposisi
Saya lebih suka ruang yang tenang.;Eksposisi
Apakah tidak apa-apa jika kita hanya makan makanan pembuka?;Eksposisi
Saya ingin beberapa penghilang cat kuku.;Eksposisi
Silakan pergi lurus ke depan.;Eksposisi
Bisakah Anda membantu saya menemukan bagasi saya?;Eksposisi
Apakah kita bayar di sini di meja atau ke kasir?;Eksposisi
